Localidade da Escola;País;Região;UF;Município;Matrículas;Categoria 1;Categoria 1 - Ordenação;Categoria 2;Categoria 2 - Ordenação;Etapa de Ensino - Superior;Etapa de Ensino
Nordeste;Brasil;Nordeste;;;49571;15 a 17 anos;6002;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;11;15 a 17 anos;6002;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;165371;15 a 17 anos;6002;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;2966;15 a 17 anos;6002;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;125377;18 a 19 anos;6003;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;369;18 a 19 anos;6003;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;69538;18 a 19 anos;6003;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;4108;18 a 19 anos;6003;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;147992;20 a 24 anos;6004;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;1124;20 a 24 anos;6004;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;80436;20 a 24 anos;6004;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;5442;20 a 24 anos;6004;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;61312;25 a 29 anos;6005;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;703;25 a 29 anos;6005;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;47866;25 a 29 anos;6005;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;3864;25 a 29 anos;6005;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;44318;30 a 34 anos;6006;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;623;30 a 34 anos;6006;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;54624;30 a 34 anos;6006;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;3252;30 a 34 anos;6006;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;35269;35 a 39 anos;6007;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;481;35 a 39 anos;6007;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;64507;35 a 39 anos;6007;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;2769;35 a 39 anos;6007;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;77509;40 anos ou mais;6008;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;789;40 anos ou mais;6008;Federal;1;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;269145;40 anos ou mais;6008;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;6748;40 anos ou mais;6008;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;928;Até 14 anos;6001;Estadual;2;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;10886;Até 14 anos;6001;Municipal;3;Educação Básica;Educação de Jovens e Adultos - EJA
Nordeste;Brasil;Nordeste;;;326;Até 14 anos;6001;Privada;4;Educação Básica;Educação de Jovens e Adultos - EJA